Gss year for this respondent                       ,Respondent id number,Number of hours worked last week,Marital status,Number of children,Age of respondent,Highest year of school completed,General happiness,Happiness of marriage,Condition of health,Is life exciting or dull,Spend evening with relatives,Spend evening with friends,Spend evening at bar,Job or housework,Subjective class identification,Satisfaction with financial situation,Sex before marriage,Suicide if bankrupt,Have gun in home,Hours per day watching tv,Family income in constant $
2014,673,50,Married,3,36,18,Pretty happy,Pretty happy,Fair,Exciting,Sev times a year,Once a month,Never,Very satisfied,Middle class,More or less,Not wrong at all,No,Yes,3,47300
2014,674,42,Married,2,40,9,Pretty happy,Pretty happy,Good,Routine,Sev times a week,Sev times a mnth,Once a month,Very satisfied,Working class,More or less,Not wrong at all,No,No,2,17738
2014,677,Not applicable,Married,4,47,12,Very happy,Pretty happy,Excellent,Routine,Sev times a mnth,Once a year,Once a year,Very satisfied,Working class,More or less,Always wrong,No,No,2,13008
2014,694,Not applicable,Married,1,80,14,Very happy,Very happy,Good,Exciting,Once a year,Sev times a year,Never,Not applicable,Working class,Satisfied,Not wrong at all,No,Yes,5,39023
2014,710,35,Married,0,30,15,Pretty happy,Very happy,Good,Routine,Sev times a week,Sev times a year,Never,Mod. satisfied,Working class,Not at all sat,Not wrong at all,Yes,Yes,3,21285
2014,712,20,Married,4,59,10,Not too happy,Pretty happy,Fair,Routine,Sev times a week,Never,Never,Very dissatisfied,Working class,More or less,Always wrong,No,No,2,21285
2014,714,40,Married,1,61,16,Pretty happy,Very happy,Good,Exciting,Once a month,Sev times a year,Never,Mod. satisfied,Middle class,Satisfied,Always wrong,No,No,3,56760
2014,721,Not applicable,Married,7,59,8,Pretty happy,Very happy,Poor,Exciting,Sev times a week,Once a month,Sev times a year,Very satisfied,Upper class,Not at all sat,Almst always wrg,No,No,2,31928
2014,728,Not applicable,Married,0,71,18,Not too happy,Very happy,Good,Routine,Sev times a week,Sev times a year,Never,Not applicable,Middle class,Satisfied,Sometimes wrong,No,Yes,3,134817
2014,741,35,Married,3,38,18,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Sev times a week,Once a year,Mod. satisfied,Working class,More or less,Always wrong,No,No,3,31928
2014,748,48,Married,2,48,20,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a mnth,Once a year,Very satisfied,Working class,Satisfied,Not wrong at all,No,Refused,3,47300
2014,750,40,Married,2,45,11,Very happy,Very happy,Good,Exciting,Sev times a week,Sev times a mnth,Never,Very satisfied,Working class,Satisfied,Always wrong,No,No,1,7686
2014,758,56,Married,3,54,14,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a mnth,Once a month,Very satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,4,31928
2014,767,40,Married,2,75,12,Very happy,Very happy,Excellent,Exciting,Once a year,Sev times a week,Never,Very satisfied,Middle class,Satisfied,Not wrong at all,No,No,2,31928
2014,768,Not applicable,Married,1,48,12,Pretty happy,Very happy,Good,Exciting,Once a month,Sev times a year,Once a year,Very dissatisfied,Working class,Not at all sat,Not wrong at all,No,No,4,15373
2014,803,48,Married,3,58,12,Pretty happy,Pretty happy,Good,Exciting,Almost daily,Once a month,Sev times a year,Very satisfied,Working class,More or less,Not wrong at all,No,No,1,31928
2014,807,60,Married,2,53,19,Pretty happy,Pretty happy,Good,Exciting,Sev times a year,Sev times a mnth,Sev times a mnth,Very satisfied,Middle class,More or less,Sometimes wrong,No,No,1,66220
2014,808,50,Married,1,37,19,Pretty happy,Pretty happy,Good,Exciting,Sev times a week,Once a month,Once a month,Very satisfied,Middle class,More or less,Not wrong at all,Yes,No,2,47300
2014,813,Not applicable,Married,3,63,12,Very happy,Very happy,Fair,Routine,Sev times a year,Sev times a year,Never,Not applicable,Middle class,More or less,Not wrong at all,No,Refused,4,15373
2014,818,40,Married,1,56,12,Pretty happy,Pretty happy,Good,Routine,Once a month,Sev times a year,Never,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,4,15373
2014,829,40,Married,0,31,16,Pretty happy,Very happy,Good,Exciting,Sev times a mnth,Sev times a year,Sev times a mnth,Mod. satisfied,Working class,More or less,Always wrong,No,No,2,31928
2014,845,40,Married,1,61,18,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Once a year,Never,A little dissat,Upper class,More or less,Not wrong at all,No,No,1,56760
2014,846,20,Married,0,39,14,Very happy,Very happy,Excellent,Exciting,Never,Once a month,Sev times a mnth,Mod. satisfied,Working class,Satisfied,Not wrong at all,No,No,4,134817
2014,847,Not applicable,Married,3,39,16,Very happy,Very happy,Good,Exciting,Sev times a year,Once a month,Once a month,Mod. satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,2,134817
2014,850,Not applicable,Married,0,52,12,Not too happy,Very happy,Poor,Routine,Once a year,Sev times a mnth,Once a year,Not applicable,Lower class,Not at all sat,Not wrong at all,No,No,4,15373
2014,851,30,Married,0,28,15,Very happy,Very happy,Good,Routine,Once a month,Sev times a week,Sev times a year,Very satisfied,Middle class,Satisfied,Not wrong at all,No,No,4,26015
2014,860,40,Married,0,29,19,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a mnth,Sev times a mnth,Mod. satisfied,Middle class,More or less,Not wrong at all,No,No,0,47300
2014,871,40,Married,2,53,15,Not too happy,Pretty happy,Fair,Routine,Sev times a week,Sev times a mnth,Sev times a year,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,2,31928
2014,892,30,Married,4,60,20,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a year,Never,Very satisfied,Middle class,Satisfied,Always wrong,No,Yes,1,134817
2014,921,40,Married,2,53,16,Pretty happy,Pretty happy,Excellent,Exciting,Sev times a mnth,Sev times a mnth,Once a year,Mod. satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,3,66220
2014,935,45,Married,1,32,16,Very happy,Very happy,Excellent,Exciting,Once a month,Sev times a year,Sev times a year,Very satisfied,Middle class,More or less,Not wrong at all,No,No,2,47300
2014,951,Not applicable,Married,3,71,18,Very happy,Very happy,Excellent,Exciting,Once a month,Sev times a year,Once a year,Not applicable,Middle class,More or less,Not wrong at all,No,Yes,1,31928
2014,953,50,Married,2,40,18,Pretty happy,Pretty happy,Good,Exciting,Once a year,Sev times a mnth,Once a month,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,2,66220
2014,954,Not applicable,Married,4,44,14,Pretty happy,Very happy,Good,Routine,Sev times a year,Sev times a mnth,Once a year,Very satisfied,Middle class,More or less,Always wrong,No,No,3,31928
2014,964,50,Married,4,40,12,Pretty happy,Very happy,Good,Exciting,Once a year,Once a year,Never,Very satisfied,Working class,More or less,Not wrong at all,No,No,2,26015
2014,970,1,Married,2,64,16,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Once a month,Never,Mod. satisfied,Middle class,More or less,Sometimes wrong,No,Yes,2,47300
2014,971,50,Married,1,49,16,Very happy,Very happy,Excellent,Exciting,Once a month,Sev times a mnth,Once a month,Very satisfied,Middle class,Satisfied,Almst always wrg,No,Yes,1,134817
2014,973,2,Married,2,62,15,Pretty happy,Pretty happy,Fair,Exciting,Once a month,Sev times a mnth,Never,Very satisfied,Middle class,Not at all sat,Not wrong at all,No,No,1,31928
2014,980,20,Married,3,56,14,Very happy,Very happy,Good,Exciting,Once a year,Sev times a mnth,Never,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,1,39023
2014,981,40,Married,0,50,12,Very happy,Very happy,Excellent,Exciting,Sev times a year,Sev times a week,Once a month,Very satisfied,Working class,More or less,Not wrong at all,No,Yes,0,31928
2014,986,Not applicable,Married,4,85,11,Very happy,Very happy,Good,Exciting,Sev times a mnth,Sev times a mnth,Never,Not applicable,Middle class,Satisfied,Sometimes wrong,No,Yes,4,31928
2014,1008,Not applicable,Married,2,33,16,Pretty happy,Very happy,Good,Routine,Once a month,Once a year,Once a year,Mod. satisfied,Middle class,Not at all sat,Not wrong at all,Yes,Yes,1,39023
2014,1012,Not applicable,Married,1,29,12,Pretty happy,Pretty happy,Fair,Routine,Once a month,Never,Never,Not applicable,Working class,Not at all sat,Not wrong at all,No,No,3,17738
2014,1018,Not applicable,Married,0,51,14,Very happy,Pretty happy,Good,Exciting,Almost daily,Sev times a week,Never,Very satisfied,Upper class,More or less,Not wrong at all,No,No,6,31928
2014,1022,40,Married,1,50,13,Very happy,Pretty happy,Good,Exciting,Sev times a week,Sev times a mnth,Never,Very satisfied,Working class,Satisfied,Not wrong at all,No,No,2,31928
2014,1032,60,Married,2,47,18,Pretty happy,Very happy,Fair,Routine,Sev times a year,Sev times a year,Once a year,Mod. satisfied,Middle class,More or less,Not wrong at all,Don't know,No,2,47300
2014,1052,Not applicable,Married,3,77,17,Pretty happy,Very happy,Good,Exciting,Sev times a year,Once a month,Sev times a week,Not applicable,Middle class,Satisfied,Not wrong at all,No,No,3,26015
2014,1063,Not applicable,Married,2,72,16,Pretty happy,Pretty happy,Fair,Routine,Sev times a week,Sev times a week,Never,Very satisfied,Working class,Satisfied,Always wrong,No,Yes,4,26015
2014,1066,40,Married,Dk na,59,6,Pretty happy,Pretty happy,Good,Routine,Once a month,Sev times a mnth,Once a year,Very satisfied,Working class,More or less,Not wrong at all,No,No,3,5321
2014,1085,Not applicable,Married,Eight or more,62,12,Pretty happy,Pretty happy,Good,Routine,Sev times a week,Once a month,Never,Mod. satisfied,Working class,More or less,Not wrong at all,No,No,3,21285
2014,1090,Not applicable,Married,2,52,16,Very happy,Very happy,Good,Exciting,Sev times a year,Once a year,Never,Mod. satisfied,Working class,More or less,Not wrong at all,No,No,2,5321
2014,1104,45,Married,2,50,14,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Sev times a year,Once a month,Very satisfied,Middle class,More or less,Not wrong at all,No,No,2,56760
2014,1107,55,Married,0,60,16,Pretty happy,Very happy,Excellent,Exciting,Sev times a year,Sev times a year,Once a year,Very satisfied,Middle class,Satisfied,Sometimes wrong,Yes,Yes,6,134817
2014,1116,40,Married,1,32,14,Pretty happy,Very happy,Good,Exciting,Sev times a year,Sev times a mnth,Never,Very dissatisfied,Middle class,More or less,Not wrong at all,Yes,No,1,17738
2014,1118,50,Married,0,27,14,Pretty happy,Very happy,Excellent,Exciting,Never,Once a month,Once a year,Mod. satisfied,Middle class,Satisfied,Not wrong at all,Yes,Yes,5,31928
2014,1127,Not applicable,Married,4,39,18,Pretty happy,Pretty happy,Excellent,Routine,Sev times a week,Sev times a mnth,Once a year,Mod. satisfied,Middle class,Satisfied,Always wrong,Yes,Yes,2,134817
2014,1133,Not applicable,Married,1,64,14,Pretty happy,Pretty happy,Fair,Routine,Sev times a year,Sev times a year,Never,Not applicable,Working class,More or less,Not wrong at all,No,Yes,3,39023
2014,1142,40,Married,4,31,15,Pretty happy,Pretty happy,Poor,Exciting,Almost daily,Sev times a mnth,Never,A little dissat,Working class,More or less,Not wrong at all,No,Yes,4,39023
2014,1146,42,Married,3,50,12,Pretty happy,Pretty happy,Excellent,Exciting,Almost daily,Once a month,Once a year,Very satisfied,Working class,Not at all sat,Not wrong at all,No,No,4,26015
2014,1157,36,Married,1,39,16,Pretty happy,Pretty happy,Good,Exciting,Once a month,Once a month,Once a month,Very satisfied,Middle class,More or less,Not wrong at all,Yes,Yes,3,31928
2014,1182,Not applicable,Married,2,57,12,Not too happy,Not too happy,Fair,Routine,Sev times a year,Never,Never,A little dissat,Lower class,Not at all sat,Always wrong,No,Yes,4,47300
2014,1188,50,Married,4,51,10,Not too happy,Not too happy,Poor,Routine,Almost daily,Sev times a year,Sev times a mnth,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,6,8869
2014,1193,40,Married,1,30,18,Very happy,Very happy,Excellent,Exciting,Once a month,Once a month,Once a month,Very satisfied,Middle class,Satisfied,Sometimes wrong,No,No,2,56760
2014,1206,56,Married,2,52,12,Pretty happy,Pretty happy,Good,Exciting,Once a year,Sev times a mnth,Once a month,Mod. satisfied,Working class,More or less,Not wrong at all,No,Yes,2,31928
2014,1210,16,Married,0,39,14,Pretty happy,Pretty happy,Good,Exciting,Sev times a week,Sev times a mnth,Once a month,Very satisfied,Working class,More or less,Almst always wrg,No,No,3,21285
2014,1214,35,Married,0,22,13,Very happy,Very happy,Fair,Exciting,Sev times a mnth,Sev times a week,Sev times a week,Mod. satisfied,Working class,More or less,Always wrong,No,No,2,2602
2014,1229,Not applicable,Married,3,49,12,Pretty happy,Very happy,Good,Routine,Once a month,Sev times a week,Once a month,Mod. satisfied,Working class,More or less,Not wrong at all,No,Yes,2,47300
2014,1231,40,Married,2,64,12,Pretty happy,Very happy,Fair,Routine,Almost daily,Once a month,Never,Very satisfied,Working class,More or less,Not wrong at all,No,Yes,2,39023
2014,1237,54,Married,5,44,15,Very happy,Very happy,Good,Exciting,Sev times a week,Sev times a mnth,Never,Mod. satisfied,Working class,More or less,Always wrong,No,No,1,26015
2014,1243,35,Married,0,29,20,Pretty happy,Very happy,Good,Routine,Sev times a week,Sev times a week,Sev times a week,Mod. satisfied,Middle class,Satisfied,Sometimes wrong,Yes,Yes,2,134817
2014,1252,Not applicable,Married,2,64,12,Very happy,Very happy,Good,Exciting,Sev times a week,Sev times a year,Never,Not applicable,Middle class,More or less,Sometimes wrong,No,Yes,4,26015
2014,1253,8,Married,2,62,16,Pretty happy,Pretty happy,Excellent,Routine,Once a month,Sev times a mnth,Once a month,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,2,56760
2014,1260,Not applicable,Married,3,76,14,Very happy,Very happy,Good,Exciting,Sev times a year,Once a month,Almost daily,Not applicable,Middle class,More or less,Not wrong at all,No,Refused,4,15373
2014,1272,28,Married,2,67,12,Pretty happy,Pretty happy,Good,Routine,Once a year,Sev times a year,Never,Mod. satisfied,Working class,Satisfied,Not wrong at all,No,Refused,2,26015
2014,1281,40,Married,2,49,12,Not too happy,Not too happy,Fair,Routine,Never,Never,Never,Very dissatisfied,Working class,Not at all sat,Not wrong at all,No,No,3,21285
2014,1287,89,Married,4,40,14,Pretty happy,Pretty happy,Fair,Exciting,Sev times a week,Once a month,Once a year,Very satisfied,Middle class,More or less,Not wrong at all,No,Yes,2,56760
2014,1289,Not applicable,Married,4,83,12,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Sev times a year,Once a month,Mod. satisfied,Middle class,Satisfied,Not wrong at all,No,No,2,21285
2014,1297,50,Married,3,52,20,Pretty happy,Very happy,Good,Routine,Almost daily,Once a month,Sev times a year,Mod. satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,1,134817
2014,1300,Not applicable,Married,0,24,20,Pretty happy,Very happy,Excellent,Exciting,Once a year,Once a month,Never,Not applicable,Middle class,More or less,Sometimes wrong,No,No,1,31928
2014,1301,Not applicable,Married,4,71,16,Not too happy,Pretty happy,Good,Exciting,Sev times a year,Sev times a year,Once a year,Not applicable,Middle class,More or less,Not wrong at all,No,No,3,56760
2014,1304,Not applicable,Married,0,81,17,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Once a year,Never,Not applicable,Middle class,Satisfied,Not wrong at all,Don't know,No,5,134817
2014,1329,55,Married,2,32,18,Very happy,Very happy,Excellent,Exciting,Sev times a week,Once a month,Once a month,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,1,56760
2014,1332,60,Married,2,36,12,Pretty happy,Very happy,Good,Exciting,Sev times a year,Sev times a year,Never,Very satisfied,Middle class,More or less,Always wrong,Yes,Yes,1,26015
2014,1340,Not applicable,Married,6,54,14,Pretty happy,Pretty happy,Poor,Routine,Once a year,Once a month,Never,Very satisfied,Working class,Not at all sat,Sometimes wrong,No,Yes,6,21285
2014,1346,60,Married,2,31,16,Pretty happy,Pretty happy,Fair,Exciting,Sev times a week,Once a month,Never,Mod. satisfied,Middle class,Satisfied,Not wrong at all,Yes,No,1,47300
2014,1348,45,Married,3,36,14,Very happy,Very happy,Excellent,Exciting,Sev times a week,Once a month,Once a year,Mod. satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,1,56760
2014,1350,40,Married,1,60,16,Pretty happy,Pretty happy,Good,Routine,Sev times a week,Once a month,Never,A little dissat,Upper class,More or less,Not wrong at all,No,No,1,134817
2014,1383,40,Married,0,33,16,Very happy,Very happy,Good,Exciting,Once a month,Sev times a week,Sev times a mnth,Very satisfied,Middle class,Satisfied,Not wrong at all,No,No,1,134817
2014,1405,30,Married,2,42,18,Pretty happy,Pretty happy,Good,Routine,Once a month,Once a month,Sev times a mnth,Mod. satisfied,Middle class,More or less,Not wrong at all,No,No,1,31928
2014,1406,Not applicable,Married,2,64,20,Pretty happy,Not too happy,Good,Routine,Sev times a year,Once a year,Never,Very satisfied,Middle class,More or less,Always wrong,No,No,2,134817
2014,1414,Not applicable,Married,2,33,16,Not too happy,Very happy,Poor,Routine,Sev times a year,Sev times a year,Once a year,Very satisfied,Working class,More or less,Sometimes wrong,No,No,3,17738
2014,1425,Not applicable,Married,2,39,12,Very happy,Pretty happy,Good,Exciting,Sev times a week,Once a year,Once a year,Very satisfied,Middle class,More or less,Not wrong at all,No,No,2,66220
2014,1431,50,Married,0,59,19,Pretty happy,Pretty happy,Good,Exciting,Sev times a year,Sev times a year,Once a year,Mod. satisfied,Upper class,Satisfied,Not wrong at all,No,No,1,56760
2014,1458,Not applicable,Married,3,80,14,Very happy,Very happy,Good,Routine,Once a month,Once a month,Never,Not applicable,Working class,Not at all sat,Always wrong,No,Refused,6,17738
2014,1463,48,Married,2,43,14,Pretty happy,Pretty happy,Excellent,Exciting,Sev times a year,Sev times a year,Once a year,Very satisfied,Working class,More or less,Not wrong at all,No,Yes,2,31928
2014,1471,40,Married,0,55,12,Pretty happy,Pretty happy,Good,Routine,Once a year,Sev times a year,Sev times a year,Mod. satisfied,Working class,More or less,Sometimes wrong,No,Yes,2,47300
2014,1476,50,Married,2,50,12,Very happy,Very happy,Good,Exciting,Sev times a week,Sev times a week,Never,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,1,47300
2014,1477,18,Married,3,37,16,Pretty happy,Pretty happy,Good,Routine,Sev times a mnth,Sev times a year,Sev times a year,Mod. satisfied,Middle class,More or less,Always wrong,No,Yes,3,39023
2014,1496,Not applicable,Married,1,72,14,Pretty happy,Pretty happy,Good,Routine,Sev times a mnth,Once a year,Never,Not applicable,Working class,More or less,Sometimes wrong,No,No,2,15373
2014,1512,60,Married,2,65,9,Very happy,Pretty happy,Good,Routine,Sev times a week,Once a year,Never,Mod. satisfied,Working class,Satisfied,Not wrong at all,No,Yes,2,47300
2014,1514,60,Married,1,41,16,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Once a month,Sev times a year,Very satisfied,Middle class,More or less,Not wrong at all,Yes,Yes,0,39023
2014,1515,30,Married,3,63,12,Very happy,Very happy,Fair,Routine,Sev times a week,Once a month,Never,A little dissat,Middle class,Satisfied,Always wrong,No,No,2,17738
2014,1516,40,Married,1,33,16,Pretty happy,Very happy,Good,Routine,Once a month,Sev times a mnth,Sev times a year,Mod. satisfied,Middle class,More or less,Not wrong at all,No,Yes,2,47300
2014,1538,48,Married,1,57,12,Very happy,Very happy,Good,Routine,Sev times a mnth,Never,Never,Very satisfied,Working class,Satisfied,Not wrong at all,Yes,Yes,2,17738
2014,1560,89,Married,1,37,16,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Sev times a year,Once a month,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,2,66220
2014,1561,50,Married,3,39,12,Very happy,Very happy,Good,Routine,Once a month,Once a month,Never,Very satisfied,Middle class,More or less,Always wrong,No,No,5,6504
2014,1565,30,Married,1,49,12,Pretty happy,Very happy,Fair,Routine,Once a month,Once a year,Never,Very satisfied,Working class,More or less,Sometimes wrong,No,Yes,5,13008
2014,1567,Not applicable,Married,1,58,13,Pretty happy,Pretty happy,Fair,Routine,Sev times a mnth,Sev times a year,Sev times a year,Not applicable,Middle class,Not at all sat,Always wrong,No,Yes,4,13008
2014,1579,Not applicable,Married,7,69,10,Not too happy,Pretty happy,Good,Exciting,Sev times a mnth,Sev times a week,Never,Not applicable,Middle class,Satisfied,Always wrong,No,Yes,5,11234
2014,1581,15,Married,1,45,10,Pretty happy,Pretty happy,Fair,Routine,Once a month,Sev times a week,Never,Very satisfied,Middle class,More or less,Not wrong at all,No,Yes,3,15373
2014,1592,40,Married,2,50,20,Pretty happy,Pretty happy,Excellent,Exciting,Once a month,Once a year,Once a year,Very satisfied,Middle class,Satisfied,Sometimes wrong,No,Yes,2,31928
2014,1595,Not applicable,Married,2,28,8,Pretty happy,Very happy,Fair,Routine,Sev times a week,Sev times a mnth,Never,Not applicable,Middle class,Satisfied,Not wrong at all,No,Yes,6,31928
2014,1596,Not applicable,Married,2,65,12,Pretty happy,Pretty happy,Fair,Routine,Sev times a year,Once a month,Once a month,Not applicable,Working class,More or less,Sometimes wrong,No,Yes,5,31928
2014,1600,Not applicable,Married,1,66,18,Very happy,Very happy,Good,Exciting,Once a year,Once a month,Never,Not applicable,Middle class,Satisfied,Sometimes wrong,No,Yes,2,39023
2014,1618,Not applicable,Married,3,36,12,Very happy,Very happy,Good,Exciting,Sev times a mnth,Never,Never,Very satisfied,Working class,More or less,Always wrong,No,No,4,10051
2014,1620,Not applicable,Married,4,73,11,Pretty happy,Pretty happy,Good,Exciting,Sev times a week,Never,Never,Very satisfied,Working class,Satisfied,Always wrong,No,No,5,11234
2014,1625,12,Married,1,44,14,Very happy,Very happy,Good,Routine,Sev times a year,Never,Never,Mod. satisfied,Working class,More or less,Almst always wrg,No,No,4,31928
2014,1629,40,Married,2,33,12,Pretty happy,Pretty happy,Good,Routine,Once a month,Sev times a mnth,Once a year,Mod. satisfied,Working class,Not at all sat,Sometimes wrong,No,No,1,17738
2014,1632,12,Married,2,56,13,Very happy,Very happy,Excellent,Exciting,Sev times a week,Once a month,Never,Mod. satisfied,Working class,Not at all sat,Always wrong,No,No,1,21285
2014,1641,40,Married,3,46,13,Very happy,Very happy,Excellent,Exciting,Once a month,Sev times a mnth,Once a month,Mod. satisfied,Lower class,Not at all sat,Always wrong,No,No,2,17738
2014,1644,47,Married,3,58,12,Pretty happy,Very happy,Good,Exciting,Once a month,Once a year,Never,Very satisfied,Middle class,Not at all sat,Not wrong at all,No,Yes,2,39023
2014,1654,Not applicable,Married,3,79,16,Pretty happy,Very happy,Good,Exciting,Once a month,Once a month,Never,Not applicable,Middle class,More or less,Always wrong,No,No,2,31928
2014,1660,Not applicable,Married,2,69,19,Very happy,Very happy,Good,Exciting,Sev times a mnth,Once a month,Never,Not applicable,Middle class,Satisfied,Sometimes wrong,Yes,Yes,2,56760
2014,1678,Not applicable,Married,2,50,16,Pretty happy,Pretty happy,Excellent,Exciting,Sev times a mnth,Sev times a mnth,Never,Mod. satisfied,Working class,Satisfied,Not wrong at all,Yes,Yes,1,31928
2014,1694,40,Married,1,62,8,Pretty happy,Very happy,Excellent,Routine,Once a month,Never,Never,Mod. satisfied,Middle class,Not at all sat,Almst always wrg,No,Yes,4,17738
2014,1705,62,Married,1,51,11,Pretty happy,Very happy,Excellent,Routine,Sev times a week,Sev times a year,Never,Very dissatisfied,Working class,Not at all sat,Not wrong at all,No,Yes,2,66220
2014,1722,Not applicable,Married,4,67,16,Pretty happy,Pretty happy,Good,Routine,Once a month,Sev times a mnth,Once a month,Not applicable,Lower class,More or less,Not wrong at all,No,No,4,21285
2014,1726,40,Married,1,52,20,Very happy,Very happy,Good,Exciting,Sev times a mnth,Sev times a year,Never,Very satisfied,Middle class,Satisfied,Always wrong,No,Yes,2,66220
2014,1728,Not applicable,Married,1,82,14,Very happy,Very happy,Good,Routine,Sev times a week,Once a month,Never,Not applicable,Working class,More or less,Always wrong,No,Yes,4,31928
2014,1730,89,Married,4,46,12,Pretty happy,Very happy,Fair,Routine,Sev times a week,Once a month,Once a month,Very satisfied,Working class,More or less,Almst always wrg,No,No,6,11234
2014,1738,40,Married,2,62,16,Pretty happy,Pretty happy,Good,Exciting,Sev times a week,Sev times a mnth,Sev times a week,Very satisfied,Upper class,Satisfied,Sometimes wrong,No,No,1,134817
2014,1740,20,Married,1,30,12,Pretty happy,Pretty happy,Good,Routine,Once a month,Once a month,Once a month,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,4,13008
2014,1743,30,Married,1,28,14,Pretty happy,Very happy,Good,Routine,Sev times a week,Sev times a mnth,Never,A little dissat,Working class,More or less,Always wrong,No,Yes,2,15373
2014,1754,Not applicable,Married,2,74,20,Very happy,Very happy,Good,Exciting,Sev times a year,Sev times a mnth,Sev times a year,Not applicable,Upper class,Satisfied,Not wrong at all,No,No,3,134817
2014,1755,Not applicable,Married,3,44,16,Pretty happy,Very happy,Good,Exciting,Sev times a week,Sev times a week,Once a year,Very dissatisfied,Middle class,Not at all sat,Not wrong at all,No,Yes,1,134817
2014,1759,Not applicable,Married,3,58,15,Very happy,Very happy,Excellent,Exciting,Sev times a year,Sev times a year,Once a month,Very satisfied,Upper class,Satisfied,Sometimes wrong,No,No,3,134817
2014,1765,24,Married,5,66,18,Very happy,Very happy,Fair,Exciting,Sev times a mnth,Sev times a year,Sev times a week,Very satisfied,Middle class,Satisfied,Not wrong at all,Yes,Yes,3,134817
2014,1776,Not applicable,Married,0,80,12,Pretty happy,Pretty happy,Fair,Routine,Sev times a mnth,Once a month,Once a year,Very satisfied,Working class,Satisfied,Almst always wrg,No,Yes,3,17738
2014,1779,40,Married,1,32,16,Pretty happy,Very happy,Good,Routine,Sev times a week,Once a month,Sev times a year,Mod. satisfied,Middle class,More or less,Not wrong at all,No,Yes,2,47300
2014,1783,45,Married,2,56,12,Pretty happy,Very happy,Good,Routine,Sev times a year,Never,Never,Very satisfied,Middle class,Satisfied,Sometimes wrong,No,Yes,1,56760
2014,1785,Not applicable,Married,1,45,13,Pretty happy,Pretty happy,Poor,Routine,Never,Once a year,Never,Very satisfied,Lower class,Not at all sat,Always wrong,No,No,3,8869
2014,1788,51,Married,3,51,13,Pretty happy,Very happy,Good,Exciting,Sev times a mnth,Once a month,Never,Mod. satisfied,Working class,Satisfied,Not wrong at all,No,No,2,39023
2014,1792,Not applicable,Married,5,79,16,Very happy,Very happy,Good,Exciting,Sev times a year,Sev times a mnth,Never,Not applicable,Middle class,Satisfied,Always wrong,No,Refused,3,237
2014,1795,Not applicable,Married,1,67,14,Pretty happy,Pretty happy,Fair,Routine,Sev times a mnth,Sev times a year,Sev times a week,Not applicable,Middle class,Satisfied,Not wrong at all,No,Yes,4,31928
2014,1799,48,Married,2,41,14,Pretty happy,Pretty happy,Good,Routine,Sev times a mnth,Sev times a year,Never,Mod. satisfied,Working class,More or less,Not wrong at all,Yes,Yes,1,56760
2014,1800,24,Married,2,33,12,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Once a month,Sev times a week,Mod. satisfied,Working class,More or less,Not wrong at all,No,No,2,56760
2014,1801,40,Married,1,63,12,Pretty happy,Pretty happy,Good,Routine,Once a month,Sev times a week,Once a month,Mod. satisfied,Working class,More or less,Not wrong at all,No,Yes,6,26015
2014,1808,Not applicable,Married,1,64,11,Very happy,Very happy,Poor,Routine,Sev times a year,Sev times a week,Never,Not applicable,Middle class,Satisfied,Not wrong at all,No,Yes,2,26015
2014,1812,40,Married,3,40,14,Very happy,Very happy,Good,Routine,Sev times a mnth,Sev times a mnth,Sev times a year,Mod. satisfied,Middle class,Satisfied,Sometimes wrong,Yes,Yes,3,134817
2014,1817,Not applicable,Married,5,88,13,Pretty happy,Very happy,Poor,Exciting,Sev times a mnth,Once a month,Once a year,Not applicable,Middle class,More or less,Sometimes wrong,No,Yes,8,17738
